acc,val_acc
0.7354758960207549,0.7623762382139073
0.7645241039055681,0.7995049516753395
0.7911001239041021,0.7846534641662447
0.7978986400756317,0.8143564350534194
0.8281829416825538,0.8143564362337093
0.8263288006941674,0.839108912071379
0.8522867739421622,0.8292079202019342
0.8572311496410441,0.8217821788079668
0.8708281826471959,0.853960394859314
0.8838071690501624,0.8465346522850565
0.9011124846225026,0.8688118817782639
0.9042027191119671,0.8094059417743494
0.9079110009413862,0.8589108899088189
0.9233621755990169,0.8539603972198939
0.9202719403727829,0.8613861374335714
0.9351050680588439,0.8638613867287589
0.9338689741157041,0.8663366336633663
0.9449938195302843,0.900990099009901
0.9573547589616811,0.900990097829611
0.9598269465532527,0.8935643552553536
0.965389369592089,0.8886138607959936
0.9598269468479604,0.8886138607959936
0.9734239802224969,0.8861386144515311
0.9653893696657659,0.8910891083207461
0.9660074165636588,0.8787128706969837
0.9524103828944146,0.8910891089108911
0.9697156983930779,0.8737623768277688
0.9826946845013368,0.8836633657464886
0.9833127314729065,0.9084158409940134
0.9857849193591859,0.8886138607959936
0.9833127317676144,0.9059405934692609
0.9746600738709288,0.8861386144515311
0.9802224969097652,0.8985148526654385
0.9894932014833128,0.900990100190191
0.9826946847960445,0.8935643564356436
0.9796044500118722,0.8712871298931613
0.9721878863530342,0.9108910885187659
0.9876390605686032,0.9084158415841584
0.9913473423980222,0.910891087928621
0.9894932014833128,0.900990097829611
0.9870210135970334,0.9084158409940134
0.9802224969097652,0.8910891100911811
0.9814585905581971,0.9034653471247984
0.9864029666254636,0.896039603370251
0.9876390605686032,0.8712871298931613
0.9932014833127317,0.9158415829781259
0.9919653893695921,0.9084158421743034
0.9888751545117429,0.910891087928621
0.9919653893695921,0.9133663354533734
0.9876390602738955,0.896039605140686
0.9864029666991405,0.896039605140686
0.9919653893695921,0.9034653465346535
0.9919653893695921,0.8985148508950035
0.9907292954264524,0.8861386144515311
0.9894932014833128,0.900990097829611
0.9907292954264524,0.9034653453543635
0.9876390605686032,0.8861386132712411
0.9876390602738955,0.8910891083207461
0.9845488254160463,0.8935643576159336
0.984548825710754,0.905940592879116
0.9944375772558715,0.9158415835682708
0.9901112481601748,0.8762376225820863
0.9833127317676144,0.905940595239696
0.9956736711990112,0.9133663360435184
0.9993819530284301,0.9158415835682708
0.9987639060568603,0.9108910885187659
0.9975278121137207,0.9158415853387059
0.9969097651421508,0.9133663354533734
0.9975278121137207,0.900990098419756
0.9956736711990112,0.9084158409940134
0.9894932014833128,0.9257425742574258
0.9938195299895939,0.896039605140686
0.9913473423980222,0.9183168310930233
0.9969097651421508,0.9084158409940134
0.9975278121137207,0.8589108922693989
0.9944375772558715,0.8935643552553536
0.9981458590852905,0.9034653477149435
0.9956736711990112,0.9183168310930233
0.9950556242274413,0.8985148514851485
0.992583436341162,0.9133663378139534
0.9944375772558715,0.9084158409940134
0.9969097651421508,0.8935643552553536
0.9944375772558715,0.905940592879116
0.9975278121137207,0.9183168310930233
0.9981458590852905,0.9059405934692609
0.9962917181705809,0.9034653453543635
0.988257107540173,0.9207920797980658
0.9789864029666254,0.8861386144515311
0.9907292954264524,0.8836633675169236
0.9969097651421508,0.8910891077306011
0.9993819530284301,0.9034653465346535
0.9839307784444764,0.9034653471247984
0.9950556242274413,0.8539603972198939
0.9876390605686032,0.9133663354533734
0.9907292954264524,0.896039605140686
0.9993819530284301,0.9183168305028783
1.0,0.9108910896990559
1.0,0.905940595239696
1.0,0.900990098419756
1.0,0.896039603370251
1.0,0.8910891077306011
1.0,0.8985148520752935
1.0,0.8985148503048586
1.0,0.8985148508950035
1.0,0.8985148526654385
1.0,0.9034653459445084
1.0,0.900990099009901
1.0,0.9084158404038685
1.0,0.900990097829611
1.0,0.900990099009901
1.0,0.9034653453543635
1.0,0.9084158415841584
1.0,0.9059405934692609
1.0,0.9034653453543635
1.0,0.9034653453543635
1.0,0.9034653465346535
1.0,0.9034653453543635
1.0,0.9034653459445084
1.0,0.9034653459445084
1.0,0.9034653453543635
1.0,0.9034653471247984
1.0,0.900990099009901
1.0,0.900990098419756
1.0,0.9034653453543635
1.0,0.9034653459445084
1.0,0.9034653471247984
1.0,0.9034653459445084
1.0,0.900990097829611
1.0,0.900990099600046
1.0,0.900990097829611
1.0,0.900990099009901
1.0,0.900990098419756
1.0,0.900990100190191
1.0,0.9034653453543635
1.0,0.900990097829611
1.0,0.9034653459445084
1.0,0.9034653465346535
1.0,0.9034653459445084
1.0,0.9059405934692609
1.0,0.905940592879116
1.0,0.9034653453543635
1.0,0.9034653471247984
1.0,0.9034653477149435
1.0,0.9034653459445084
1.0,0.905940592879116
1.0,0.905940595239696
1.0,0.9084158427644484
1.0,0.9059405934692609
1.0,0.905940592879116
1.0,0.9059405934692609
