acc,val_acc
0.7391841782185586,0.7623762376237624
0.7515451177236323,0.7623762376237624
0.7713226203718055,0.7945544566258346
0.7855377010126197,0.8094059417743494
0.8127317676880156,0.8267326726771818
0.8238566131762728,0.8217821770375318
0.8467243507559721,0.8440594065307391
0.8559950556242274,0.8564356441545015
0.8683559950556242,0.8514851491049965
0.888133498219536,0.8514851491049965
0.8881334978511514,0.8589108916792539
0.9054388133498146,0.8564356447446464
0.8930778739920947,0.8589108899088189
0.9140914706570846,0.8613861374335714
0.9258343634852962,0.8465346546456365
0.9276885043263288,0.8737623750573338
0.9400494438314025,0.8861386126810962
0.9320148328326099,0.8861386126810962
0.9388133495198782,0.8935643558454985
0.9561186647238337,0.8391089103009441
0.9468479605186707,0.8836633663366337
0.9666254635352287,0.8886138619762836
0.9734239802224969,0.8762376225820863
0.969097651421508,0.8811881199921712
0.9672435105067985,0.896039604550541
0.9721878862793573,0.9108910885187659
0.9814585908529048,0.896039603370251
0.9826946847960445,0.8935643552553536
0.9690976511268002,0.849009900990099
0.97033374506994,0.8935643552553536
0.9796044496434876,0.9084158427644484
0.9839307787391842,0.900990097829611
0.9870210135970334,0.8886138607959936
0.9771322617572081,0.8910891077306011
0.9857849193591859,0.8712871298931613
0.9789864029666254,0.900990097829611
0.984548825710754,0.9133663354533734
0.989493201188605,0.8886138602058486
0.9802224966150573,0.896039603370251
0.9894932014833128,0.8861386150416761
0.9913473423980222,0.900990098419756
0.9913473423980222,0.9133663360435184
0.9894932014833128,0.9108910891089109
0.9950556242274413,0.8985148508950035
0.984548825710754,0.8638613855484689
0.9734239799277892,0.896039603370251
0.9839307787391842,0.900990098419756
0.9938195302843016,0.900990098419756
0.9950556242274413,0.9108910891089109
0.9969097651421508,0.9059405934692609
0.9833127317676144,0.8811881188118812
0.988257107540173,0.900990100190191
0.9956736711990112,0.9059405934692609
0.9956736711990112,0.9084158409940134
0.9969097651421508,0.8960396027801061
0.9969097651421508,0.910891087928621
0.9950556242274413,0.8910891100911811
0.9938195302843016,0.8985148503048586
0.9944375772558715,0.8811881194020262
0.9907292954264524,0.8960396027801061
0.9857849196538937,0.8737623756474787
0.9864029666254636,0.9084158409940134
0.9894932014833128,0.9133663360435184
0.9962917181705809,0.896039603370251
0.9907292954264524,0.9158415847485608
0.9956736711990112,0.910891087928621
0.9944375772558715,0.9257425736672807
0.9950556242274413,0.9232673261425283
0.9969097651421508,0.8886138625664286
0.9888751545117429,0.9133663354533734
0.9938195302843016,0.8886138602058486
0.9969097651421508,0.8985148526654385
0.9987639060568603,0.905940592879116
0.9987639060568603,0.9084158409940134
0.9981458590852905,0.8985148503048586
0.9907292954264524,0.8762376249426662
0.9944375772558715,0.8910891083207461
0.9987639060568603,0.8836633651563437
0.9938195302843016,0.8737623774179137
0.9851668726823238,0.9084158404038685
0.992583436341162,0.900990098419756
0.9981458590852905,0.905940595239696
0.9975278121137207,0.9034653471247984
0.9969097651421508,0.910891087928621
0.9981458590852905,0.9059405934692609
0.9981458590852905,0.900990097829611
0.9981458590852905,0.896039605140686
0.9975278121137207,0.8960396027801061
0.9962917181705809,0.900990098419756
0.9950556242274413,0.896039605140686
0.9962917181705809,0.8836633669267787
0.9969097651421508,0.8985148508950035
0.9969097651421508,0.9059405946495509
0.9938195299895939,0.8811881176315912
0.992583436341162,0.8985148526654385
0.9938195302843016,0.8910891100911811
0.9907292954264524,0.8861386150416761
0.992583436341162,0.9133663360435184
0.9925834360464542,0.9034653465346535
0.9913473423980222,0.8886138613861386
0.9913473423980222,0.9059405934692609
0.9944375772558715,0.9059405934692609
0.9981458590852905,0.9183168316831684
0.9975278118190128,0.910891087928621
0.9882571072454653,0.8960396039603961
0.9901112481601748,0.9059405934692609
0.9987639060568603,0.9034653465346535
0.9981458590852905,0.9133663372238083
0.9987639060568603,0.9183168316831684
0.9975278121137207,0.905940595239696
0.9962917178758732,0.8985148508950035
0.9907292954264524,0.896039603370251
0.9938195302843016,0.8861386150416761
0.9975278121137207,0.9034653459445084
0.9969097651421508,0.9232673267326733
0.9987639060568603,0.9183168310930233
0.9993819530284301,0.9232673255523832
1.0,0.9282178217821783
1.0,0.9306930693069307
1.0,0.9306930687167857
0.9987639060568603,0.9133663354533734
0.9975278121137207,0.9084158404038685
0.9987639060568603,0.9183168310930233
0.9975278121137207,0.9108910885187659
0.9993819530284301,0.9084158404038685
1.0,0.905940592879116
1.0,0.9084158421743034
1.0,0.9183168328634583
1.0,0.9133663354533734
1.0,0.9133663354533734
1.0,0.9183168305028783
1.0,0.9183168310930233
1.0,0.9133663366336634
1.0,0.9133663360435184
1.0,0.9183168305028783
1.0,0.9158415829781259
1.0,0.9133663360435184
1.0,0.9158415853387059
1.0,0.9158415829781259
1.0,0.9133663360435184
1.0,0.900990098419756
1.0,0.905940595239696
1.0,0.9034653477149435
1.0,0.905940594059406
1.0,0.9084158409940134
1.0,0.9034653453543635
1.0,0.905940592879116
1.0,0.9084158415841584
1.0,0.9084158415841584
1.0,0.9084158404038685
